carat,cut,color,clarity,depth,table,price,x,y,z
1.37,Premium,J,VS1,60.0,62.0,5370,7.24,7.21,4.33
0.56,Ideal,E,VS2,62.6,57.0,1819,5.26,5.29,3.3
2.0,Ideal,G,SI2,62.2,57.0,11988,8.13,8.0,5.02
1.7,Premium,G,VVS2,59.8,59.0,18718,7.7,7.75,4.62
1.97,Premium,F,SI2,61.1,58.0,14410,8.05,8.11,4.94
1.32,Very Good,H,SI1,62.3,58.0,7389,6.96,7.0,4.35
0.43,Premium,D,SI1,62.4,60.0,796,4.79,4.82,3.0
0.33,Premium,E,SI1,62.0,60.0,743,4.43,4.38,2.73
0.42,Ideal,I,VVS1,60.5,57.0,865,4.84,4.88,2.94
0.3,Ideal,G,VS1,62.3,56.0,776,4.32,4.29,2.68
0.7,Good,F,VS2,64.3,59.0,2373,5.6,5.56,3.59
0.32,Ideal,D,VS2,61.0,56.0,972,4.46,4.42,2.71
1.01,Ideal,E,SI2,61.5,55.0,4504,6.45,6.49,3.98
1.86,Premium,H,SI2,62.3,57.0,11520,7.85,7.82,4.88
0.5,Ideal,F,VVS2,62.2,54.0,2025,5.07,5.12,3.17
0.36,Good,D,VS2,63.4,54.0,739,4.51,4.57,2.88
0.3,Ideal,G,IF,60.9,57.0,863,4.35,4.39,2.66
0.3,Very Good,G,IF,63.0,53.0,895,4.24,4.3,2.69
0.41,Good,I,VS1,60.1,60.1,754,4.79,4.82,2.89
1.15,Premium,F,SI2,61.1,57.0,5120,6.82,6.77,4.15
0.52,Premium,H,SI2,60.9,61.0,975,5.15,5.1,3.12
1.26,Premium,D,SI2,61.9,58.0,5412,6.88,6.81,4.24
0.82,Ideal,F,VS2,61.3,56.0,4931,6.02,6.05,3.7
1.75,Very Good,G,VS2,62.6,58.0,16632,7.63,7.67,4.79
0.72,Good,F,SI1,63.9,62.0,2229,5.7,5.63,3.62
1.07,Very Good,E,VS2,60.4,58.0,6441,6.61,6.66,4.01
0.41,Premium,F,VVS2,60.6,58.0,1115,4.79,4.84,2.92
0.51,Ideal,H,VVS2,61.2,57.0,1669,5.14,5.19,3.16
1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59
0.61,Premium,D,VS2,62.3,55.0,2251,5.47,5.42,3.39
0.38,Ideal,F,VVS1,61.9,54.0,1257,4.7,4.67,2.9
1.21,Premium,I,SI2,62.1,59.0,4879,6.86,6.8,4.24
0.61,Premium,D,SI1,62.3,58.0,1976,5.45,5.4,3.38
1.24,Premium,H,SI2,59.9,60.0,5694,7.02,7.0,4.2
0.25,Premium,F,IF,61.1,58.0,576,4.08,4.1,2.5
0.76,Premium,J,SI1,58.4,59.0,1904,6.01,5.97,3.51
0.24,Very Good,E,VVS1,62.5,59.0,552,3.96,4.01,2.49
0.41,Ideal,H,VVS1,62.7,54.0,1115,4.79,4.78,3.0
0.83,Very Good,I,VS2,61.6,58.0,2865,6.05,6.07,3.73
0.7,Ideal,F,VS1,61.6,55.0,2874,5.75,5.71,3.53
0.26,Ideal,E,VVS2,60.7,56.0,597,4.13,4.17,2.52
0.33,Premium,G,VS1,61.3,58.0,854,4.45,4.42,2.72
0.39,Very Good,D,VS1,61.7,59.0,876,4.64,4.69,2.88
0.41,Premium,E,VS1,62.3,59.0,1153,4.76,4.74,2.96
1.03,Ideal,E,SI1,60.3,55.0,5837,6.62,6.57,3.98
0.4,Very Good,F,VS2,63.6,56.0,867,4.66,4.68,2.97
1.01,Premium,F,SI1,61.8,59.0,4899,6.34,6.41,3.94
0.34,Ideal,I,VS1,62.6,56.0,689,4.47,4.44,2.79
0.4,Very Good,D,VS1,64.2,57.0,967,4.67,4.7,3.01
0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51
0.3,Ideal,F,VVS1,61.9,57.0,995,4.32,4.3,2.67
0.31,Ideal,D,VS1,62.0,57.0,673,4.33,4.35,2.69
0.26,Premium,E,VVS2,58.9,61.0,724,4.19,4.16,2.46
0.5,Premium,G,SI2,58.6,61.0,1078,5.21,5.16,3.04
2.11,Very Good,D,SI2,60.9,60.0,18407,8.21,8.28,5.02
1.01,Premium,G,VS2,62.1,54.0,6108,6.5,6.36,3.99
0.43,Ideal,I,VVS1,62.2,57.0,968,4.84,4.81,3.0
1.25,Premium,H,VS1,62.7,59.0,7328,6.82,6.86,4.29
1.06,Ideal,G,SI2,62.2,55.0,4459,6.53,6.56,4.07
0.76,Very Good,H,SI1,63.3,58.0,2593,5.79,5.81,3.67
0.31,Premium,J,VS2,62.5,60.0,380,4.31,4.36,2.71
0.34,Premium,H,VS1,61.6,59.0,765,4.54,4.49,2.78
0.71,Good,G,SI2,63.6,58.0,1816,5.6,5.54,3.55
0.35,Ideal,E,SI1,62.3,56.0,614,4.53,4.56,2.83
0.41,Fair,G,VVS2,64.7,56.0,833,4.68,4.72,3.04
0.3,Good,H,VS2,63.5,58.0,473,4.24,4.27,2.7
0.32,Ideal,D,VS2,62.3,57.0,972,4.41,4.39,2.74
0.31,Good,G,VVS1,57.5,62.0,849,4.47,4.54,2.59
1.0,Good,G,VS2,56.7,62.0,4838,6.64,6.59,3.75
0.52,Ideal,D,VVS2,61.5,55.0,3284,5.19,5.22,3.2
1.7,Premium,J,SI2,63.0,60.0,7650,7.59,7.53,4.76
0.7,Premium,G,SI2,60.0,60.0,2268,5.69,5.65,3.51
0.4,Premium,E,SI1,62.6,59.0,945,4.71,4.68,2.94
1.5,Fair,D,SI1,65.1,59.0,10374,7.1,7.01,4.59
0.3,Premium,G,VS1,60.0,60.0,776,4.33,4.3,2.59
0.7,Ideal,H,VVS2,61.0,56.0,3325,5.75,5.78,3.52
0.31,Premium,G,VVS2,60.5,58.0,707,4.39,4.43,2.67
1.01,Premium,G,SI1,62.8,59.0,4338,6.33,6.29,3.96
1.5,Ideal,H,VVS2,61.3,56.0,8224,7.37,7.28,4.49
0.3,Ideal,G,VS1,61.1,56.0,524,4.35,4.36,2.66
0.97,Fair,I,I1,67.3,55.0,2357,6.08,6.02,4.07
0.61,Ideal,D,SI1,61.4,56.0,1904,5.46,5.48,3.36
1.01,Good,F,SI1,64.2,58.0,4276,6.33,6.31,4.06
1.07,Ideal,F,VS2,61.0,54.0,7564,6.59,6.62,4.03
1.31,Premium,H,VS2,59.8,58.0,7732,7.19,7.09,4.27
1.5,Very Good,H,VVS2,62.9,59.0,11748,7.26,7.31,4.58
0.31,Premium,F,SI1,60.5,60.0,663,4.39,4.37,2.65
1.08,Premium,G,SI2,62.9,59.0,4627,6.57,6.53,4.12
1.2,Good,G,SI1,63.5,60.0,4828,6.68,6.74,4.26
1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05
0.4,Premium,G,VS1,60.0,57.0,1035,4.83,4.74,2.87
0.32,Very Good,D,VVS2,60.0,57.0,809,4.45,4.49,2.68
0.74,Ideal,I,VS1,60.7,55.0,2609,5.84,5.88,3.56
1.52,Premium,E,VS2,61.8,59.0,14577,7.38,7.31,4.54
1.5,Very Good,H,VS2,60.9,59.0,10023,7.37,7.43,4.51
0.92,Very Good,D,VVS2,62.8,58.0,7150,6.11,6.22,3.87
0.71,Ideal,G,SI1,60.5,56.4,2751,5.76,5.8,3.5
1.2,Premium,I,I1,60.5,58.0,2925,6.9,6.79,4.14
1.2,Very Good,G,VVS2,62.1,58.0,9337,6.74,6.78,4.2
0.55,Ideal,D,VS1,61.7,55.0,1990,5.26,5.25,3.24
1.72,Premium,J,SI1,61.7,58.0,8324,7.71,7.81,4.79
1.63,Premium,I,SI1,62.0,54.0,9256,7.67,7.6,4.73
0.4,Very Good,I,VVS1,63.5,57.0,1080,4.68,4.65,2.96
0.38,Premium,H,SI1,59.7,60.0,812,4.68,4.66,2.79
1.23,Ideal,H,VVS2,62.0,55.0,8079,6.85,6.9,4.26
1.15,Ideal,G,SI2,62.4,56.0,4877,6.7,6.74,4.19
1.21,Very Good,I,SI2,62.0,56.0,5111,6.79,6.86,4.23
0.7,Premium,E,SI1,62.0,60.0,2444,5.72,5.67,3.53
1.0,Very Good,I,SI1,58.5,61.0,4649,6.51,6.55,3.82
1.27,Premium,G,VS2,61.0,60.0,8549,6.93,6.97,4.24
0.62,Ideal,F,SI2,61.3,55.0,1441,5.55,5.47,3.38
0.52,Ideal,J,SI1,61.4,56.4,896,5.15,5.17,3.17
0.37,Premium,J,VS2,61.1,60.0,454,4.6,4.63,2.82
1.0,Very Good,H,VS2,59.7,59.0,5046,6.52,6.57,3.91
0.96,Fair,E,SI2,65.6,58.0,3533,6.11,6.15,4.02
0.33,Very Good,E,VS2,62.8,56.0,627,4.4,4.42,2.77
0.9,Very Good,E,SI1,62.5,60.0,3748,6.09,6.13,3.82
1.53,Premium,F,SI1,62.0,56.0,11370,7.47,7.39,4.61
1.01,Premium,E,SI1,62.9,58.0,5599,6.41,6.35,4.01
0.31,Ideal,I,VS1,61.2,55.0,507,4.37,4.39,2.68
1.04,Premium,G,VS2,61.0,59.0,6564,6.53,6.42,3.95
0.32,Ideal,D,VS2,62.1,56.0,972,4.43,4.39,2.74
1.07,Very Good,J,SI2,61.6,54.0,3783,6.57,6.59,4.05
0.92,Premium,D,SI1,62.3,58.0,4274,6.27,6.21,3.89
0.33,Premium,I,VS1,61.1,59.0,521,4.44,4.47,2.72
0.52,Premium,F,VS2,62.2,58.0,1720,5.17,5.12,3.2
0.33,Premium,E,SI1,60.3,60.0,743,4.49,4.47,2.7
0.7,Very Good,G,SI2,63.4,57.0,1715,5.62,5.58,3.55
2.53,Premium,H,SI1,62.1,59.0,18254,8.83,8.73,5.45
1.08,Good,G,VS2,58.9,58.0,6708,6.69,6.75,3.96
0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
0.8,Very Good,F,VS1,62.3,57.0,3720,5.92,5.95,3.7
0.3,Ideal,G,SI1,62.2,57.0,477,4.26,4.29,2.66
0.34,Good,I,VVS2,63.1,56.0,596,4.43,4.47,2.81
0.57,Ideal,G,VS2,61.6,57.0,1728,5.36,5.32,3.29
0.3,Premium,D,SI1,62.2,58.0,552,4.28,4.31,2.67
0.41,Very Good,I,SI2,63.5,57.0,692,4.72,4.7,2.99
0.3,Ideal,F,VS2,62.3,58.0,569,4.26,4.23,2.64
0.34,Good,E,SI1,63.9,56.0,765,4.48,4.44,2.85
0.31,Ideal,G,VVS2,61.5,56.0,687,4.38,4.4,2.7
1.24,Premium,I,VVS2,62.7,58.0,6383,6.85,6.89,4.31
1.0,Fair,I,I1,68.6,56.0,1805,6.2,6.08,4.22
0.41,Good,E,VVS1,64.1,55.0,1228,4.68,4.71,3.01
0.5,Ideal,I,VVS2,60.5,57.0,1640,5.14,5.17,3.12
0.7,Premium,F,SI1,61.6,58.0,2463,5.73,5.7,3.52
1.5,Premium,D,VS2,60.2,59.0,15052,7.48,7.36,4.47
0.58,Very Good,H,SI1,62.4,55.0,1262,5.32,5.36,3.33
1.12,Ideal,E,VVS1,61.5,56.0,14407,6.7,6.76,4.13
0.71,Premium,I,VS2,62.1,59.0,2294,5.7,5.73,3.55
0.42,Ideal,D,SI1,62.0,55.0,810,4.83,4.84,3.0
0.58,Good,E,VS1,61.5,61.9,2041,5.3,5.34,3.27
0.36,Very Good,F,SI1,60.7,54.0,641,4.64,4.67,2.83
1.03,Ideal,G,VS1,62.2,59.0,7211,6.48,6.42,4.01
1.58,Very Good,H,VVS2,60.9,58.0,12459,7.56,7.65,4.63
0.42,Premium,E,SI1,60.0,58.0,926,4.89,4.85,2.92
0.31,Ideal,H,VS2,61.6,55.0,595,4.34,4.38,2.69
0.7,Premium,H,SI1,62.0,61.0,2176,6.65,5.69,3.46
1.47,Premium,H,SI2,59.3,59.0,7573,7.39,7.34,4.37
1.25,Very Good,E,SI2,60.8,55.0,6073,6.94,7.0,4.24
1.07,Ideal,F,VS1,62.1,55.0,7850,6.58,6.56,4.08
0.43,Premium,G,VS2,61.2,58.0,867,4.84,4.9,2.98
1.0,Premium,H,SI2,62.7,58.0,4200,6.33,6.31,3.96
0.51,Ideal,E,SI1,62.9,57.0,1624,5.1,5.09,3.2
0.26,Premium,E,VVS1,61.7,59.0,769,4.14,4.1,2.54
0.34,Ideal,F,VS2,61.5,55.0,726,4.53,4.57,2.8
1.53,Premium,E,VS2,61.6,58.0,16049,7.35,7.32,4.52
0.41,Premium,J,VVS1,62.2,59.0,775,4.71,4.75,2.94
0.36,Good,I,SI1,63.1,57.0,486,4.51,4.55,2.86
0.71,Premium,F,SI2,61.6,59.0,2482,5.75,5.71,3.53
0.34,Ideal,E,VVS2,61.8,56.0,838,4.48,4.52,2.78
0.71,Very Good,D,VS2,62.5,60.0,2745,5.61,5.65,3.52
1.0,Good,E,SI2,63.3,58.0,4496,6.32,6.35,4.01
0.53,Ideal,D,SI1,62.3,56.0,1683,5.18,5.15,3.22
1.19,Premium,H,SI1,61.3,58.0,6078,6.82,6.78,4.17
1.01,Good,E,SI1,64.0,60.0,5823,6.38,6.28,4.05
0.59,Premium,I,IF,61.2,58.0,1965,5.41,5.38,3.3
1.5,Fair,E,SI2,64.8,55.0,6922,7.26,7.15,4.67
0.52,Ideal,E,VS2,61.3,57.0,1576,5.19,5.22,3.19
1.0,Very Good,F,SI1,62.8,59.0,4851,6.32,6.36,3.98
0.37,Ideal,E,VS1,60.9,56.0,950,4.65,4.68,2.84
1.01,Very Good,G,SI2,63.0,58.0,3966,6.29,6.34,3.98
0.32,Good,D,SI1,63.3,57.0,589,4.36,4.39,2.77
0.5,Ideal,E,SI1,61.2,56.0,1555,5.12,5.15,3.14
1.04,Premium,I,VS1,61.4,57.0,4240,6.52,6.47,3.99
0.7,Very Good,I,VS2,60.1,57.0,2316,5.79,5.82,3.49
0.65,Good,F,SI1,58.1,61.0,1843,5.66,5.74,3.31
0.57,Ideal,F,VS2,62.3,55.0,1760,5.36,5.3,3.32
1.39,Premium,G,VS2,62.0,56.0,8874,7.18,7.14,4.44
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46
0.3,Premium,H,VS1,62.2,60.0,675,4.29,4.23,2.65
0.31,Ideal,F,VVS1,60.6,56.0,1140,4.44,4.41,2.68
0.24,Very Good,D,VVS2,62.9,58.0,552,3.96,3.99,2.5
0.32,Good,D,SI1,63.1,56.0,589,4.34,4.38,2.75
0.41,Ideal,I,SI1,61.6,56.0,639,4.79,4.82,2.96
1.01,Very Good,D,SI2,59.1,63.0,3671,6.59,6.54,3.88
1.21,Very Good,E,VS2,61.5,59.0,8886,6.82,6.88,4.21
0.7,Premium,E,VS2,60.9,59.0,2673,5.68,5.71,3.47
2.21,Premium,F,SI1,62.1,59.0,16804,8.33,8.26,5.15
0.71,Good,G,VS2,63.5,59.0,2029,5.63,5.67,3.59
0.31,Ideal,E,VS2,59.8,57.0,695,4.43,4.46,2.65
1.01,Good,E,SI1,63.6,57.0,5251,6.27,6.3,4.0
1.02,Premium,F,SI1,62.6,58.0,4455,6.42,6.36,4.0
0.6,Premium,E,VVS2,62.4,61.0,2393,5.36,5.31,3.33
0.56,Premium,G,VS1,62.4,58.0,1819,5.22,5.3,3.28
0.78,Ideal,G,VS1,61.6,55.0,3736,5.91,5.94,3.65
0.9,Very Good,I,VS2,58.7,60.0,3709,6.28,6.35,3.71
0.71,Ideal,H,VS2,61.7,55.0,2559,5.73,5.77,3.55
1.18,Ideal,J,VS1,61.7,56.0,5182,6.79,6.82,4.2
0.31,Premium,H,VVS1,61.9,58.0,907,4.34,4.32,2.68
0.54,Ideal,H,VS2,61.9,56.0,1359,5.24,5.26,3.25
0.26,Very Good,G,VVS2,62.5,55.0,486,4.1,4.12,2.57
0.42,Ideal,D,VS2,62.4,55.0,877,4.79,4.83,3.0
0.33,Very Good,E,SI1,60.3,60.0,579,4.47,4.49,2.7
0.38,Very Good,G,VS1,62.0,57.0,764,4.65,4.68,2.89
0.72,Very Good,G,SI2,62.5,56.0,2079,5.68,5.71,3.56
0.41,Ideal,F,VS1,62.1,56.0,1007,4.74,4.76,2.95
0.33,Ideal,G,VVS1,61.8,55.0,838,4.47,4.5,2.77
1.06,Premium,F,SI1,62.4,58.0,4862,6.56,6.51,4.07
0.72,Premium,G,VS2,62.3,59.0,2405,5.77,5.69,3.57
0.26,Good,D,VVS1,64.3,55.0,532,4.05,4.1,2.62
1.14,Ideal,G,VVS1,61.1,58.0,10933,6.74,6.77,4.13
0.6,Ideal,D,SI1,61.4,55.0,2263,5.45,5.47,3.35
0.32,Premium,H,VS2,61.0,60.0,505,4.35,4.41,2.67
0.31,Ideal,G,VVS1,60.2,58.0,789,4.37,4.4,2.64
1.02,Very Good,G,VVS1,63.0,58.0,7657,6.4,6.43,4.04
1.0,Very Good,D,SI2,63.7,55.0,4419,6.32,6.37,4.04
1.07,Very Good,H,SI2,62.8,57.0,4413,6.5,6.58,4.11
0.42,Premium,G,VS2,62.6,57.0,1087,4.8,4.76,2.99
0.25,Very Good,E,VVS1,60.7,58.0,575,4.07,4.1,2.48
1.11,Good,I,VS2,63.6,58.0,4963,6.52,6.57,4.16
0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69
2.01,Premium,G,SI2,60.8,61.0,12260,8.14,8.07,4.93
1.0,Good,E,SI2,63.3,55.0,4312,6.25,6.29,3.97
1.09,Ideal,E,SI2,61.6,55.0,5127,6.64,6.6,4.08
0.57,Ideal,F,VS2,60.8,57.0,1869,5.34,5.37,3.25
1.21,Good,G,VS1,63.6,56.0,8741,6.8,6.72,4.3
0.91,Good,H,VS1,63.4,56.0,4298,6.12,6.18,3.9
1.05,Premium,E,SI1,62.5,59.0,5951,6.5,6.43,4.04
1.01,Premium,I,SI1,61.8,58.0,4185,6.45,6.37,3.96
0.4,Very Good,D,VS1,62.9,55.0,1004,4.73,4.77,2.99
0.96,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98
0.52,Premium,E,VS1,61.7,58.0,1819,5.17,5.11,3.17
1.24,Very Good,I,VS2,60.0,58.0,6134,6.98,7.03,4.2
0.59,Very Good,F,VS2,61.6,56.0,1784,5.39,5.41,3.33
1.07,Ideal,H,SI1,61.1,56.0,4955,6.63,6.6,4.04
0.53,Very Good,E,SI2,63.0,57.0,1174,5.13,5.16,3.24
2.0,Premium,D,SI2,61.9,59.0,13098,8.02,8.0,4.98
0.5,Premium,G,VS1,60.0,59.0,1559,5.12,5.18,3.09
0.91,Ideal,G,SI1,60.8,58.0,4922,6.21,6.29,3.8
0.35,Very Good,H,SI1,63.1,58.0,630,4.51,4.46,2.83
0.9,Ideal,E,VS2,62.3,57.0,4788,6.19,6.17,3.85
2.4,Ideal,J,SI1,62.0,57.0,12468,8.53,8.47,5.27
1.39,Good,F,SI2,63.8,55.0,7096,7.08,7.05,4.51
0.41,Good,G,VVS1,63.6,56.0,844,4.72,4.74,3.01
0.5,Fair,D,VS2,66.9,57.0,1431,4.95,4.83,3.27
2.0,Very Good,I,VS2,63.1,60.0,17084,7.95,7.99,5.03
2.3,Premium,G,I1,60.2,59.0,7226,8.71,8.56,5.19
1.0,Premium,G,VVS2,62.8,59.0,7840,6.43,6.38,4.02
0.32,Ideal,H,VVS1,62.0,55.0,708,4.42,4.45,2.75
0.58,Premium,E,SI1,60.7,61.0,1641,5.47,5.27,3.28
0.56,Ideal,E,VS1,61.1,56.0,2117,5.34,5.29,3.25
1.02,Ideal,H,SI2,58.8,57.0,3142,6.61,6.55,3.87
0.9,Premium,E,VS2,63.0,57.0,4562,6.15,6.07,3.85
0.58,Good,F,SI1,63.1,57.0,1388,5.29,5.33,3.35
0.31,Very Good,G,VVS2,60.0,62.0,707,4.4,4.44,2.65
2.02,Premium,J,VS2,62.0,59.0,13687,8.06,8.08,5.0
0.71,Good,H,SI1,64.0,61.0,2207,5.61,5.54,3.57
0.32,Ideal,F,SI1,60.9,55.0,586,4.46,4.53,2.72
1.04,Ideal,E,VVS2,61.0,57.0,9901,6.61,6.57,4.02
0.48,Good,G,VS1,58.2,59.2,1228,5.09,5.14,2.98
0.3,Ideal,E,VS1,61.7,57.0,911,4.31,4.28,2.65
0.43,Premium,E,VVS1,59.5,58.0,1433,4.92,4.96,2.94
0.24,Ideal,F,IF,61.6,57.0,678,3.97,4.0,2.45
1.0,Fair,H,SI1,65.5,62.0,2873,6.14,6.07,4.0
1.67,Ideal,D,SI1,62.6,54.0,14154,7.57,7.63,4.76
1.7,Ideal,F,VS2,62.3,56.0,18055,7.65,7.61,4.75
1.01,Very Good,H,SI1,63.6,56.0,4873,6.31,6.37,4.03
0.71,Ideal,I,VVS2,60.4,57.0,3007,5.78,5.81,3.5
1.51,Very Good,J,SI2,61.9,59.0,6546,7.26,7.31,4.51
0.72,Very Good,F,SI2,60.4,59.0,2158,5.8,5.83,3.51
0.61,Very Good,D,VS2,61.5,57.0,2266,5.45,5.48,3.36
1.6,Very Good,E,SI2,62.5,54.0,11537,7.5,7.55,4.7
0.37,Ideal,H,SI1,60.9,57.0,552,4.63,4.67,2.83
0.32,Ideal,F,IF,61.9,55.0,915,4.38,4.44,2.73
0.7,Very Good,E,VS1,63.4,57.0,3095,5.63,5.67,3.58
1.16,Premium,I,SI1,61.5,57.0,5002,6.79,6.73,4.16
0.32,Good,E,VS2,64.1,54.0,658,4.32,4.36,2.78
1.09,Very Good,F,SI1,62.3,57.0,5570,6.55,6.61,4.1
1.25,Ideal,D,SI2,61.9,54.4,6779,6.9,6.93,4.28
1.1,Very Good,G,VVS1,61.5,57.0,8020,6.61,6.66,4.08
2.09,Very Good,F,SI2,60.2,61.0,15773,8.32,8.29,5.0
1.51,Very Good,D,SI2,63.3,58.0,10362,7.25,7.28,4.6
1.07,Ideal,F,SI2,60.7,56.9,5027,6.62,6.65,4.02
0.54,Ideal,E,VS2,61.8,55.0,1684,5.26,5.22,3.24
1.0,Premium,F,VS2,62.2,57.0,6296,6.43,6.4,3.99
2.04,Premium,H,SI1,62.2,60.0,12341,8.07,8.0,5.0
1.0,Very Good,E,SI1,63.3,56.0,5026,6.31,6.39,4.02
1.5,Ideal,G,SI2,62.0,57.0,8580,7.26,7.31,4.52
0.56,Ideal,G,VVS1,62.3,55.0,2055,5.25,5.31,3.29
0.47,Fair,E,SI1,65.2,59.0,828,4.75,4.82,3.12
0.9,Good,G,SI1,64.1,59.4,3816,6.04,6.08,3.88
0.95,Ideal,I,VS2,62.2,57.0,3884,6.29,6.22,3.89
0.4,Ideal,G,SI2,62.5,53.0,723,4.75,4.79,2.98
1.04,Premium,E,VVS1,62.5,59.0,10350,6.41,6.46,4.02
1.21,Very Good,H,VS2,62.8,57.0,6684,6.77,6.82,4.27
0.74,Ideal,H,SI2,62.1,57.0,2327,5.75,5.81,3.59
0.41,Good,F,SI1,58.4,58.0,676,4.91,4.96,2.88
0.7,Ideal,E,VS2,61.3,57.0,3504,5.73,5.75,3.52
0.33,Ideal,E,VVS1,60.2,57.0,984,4.47,4.5,2.7
0.3,Good,G,VS1,63.6,55.0,605,4.27,4.31,2.73
0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76
1.02,Premium,F,VS2,61.3,58.0,6597,6.54,6.42,3.97
0.41,Ideal,E,VS1,60.9,57.0,1153,4.79,4.76,2.91
0.91,Ideal,F,SI1,60.2,57.0,4108,6.29,6.34,3.8
1.37,Ideal,H,VS1,63.8,56.0,7979,7.01,6.98,4.46
0.3,Ideal,F,VS2,60.7,57.0,776,4.34,4.29,2.62
1.0,Good,G,VS1,63.6,59.0,6465,6.34,6.3,4.02
0.75,Fair,E,VS2,56.0,67.0,2940,6.18,6.08,3.43
0.3,Good,G,VS1,63.5,58.0,565,4.21,4.26,2.69
1.01,Very Good,E,SI1,58.2,59.0,5132,6.54,6.59,3.82
0.73,Ideal,F,VVS2,61.7,54.0,3463,5.82,5.76,3.57
0.26,Ideal,E,VS1,61.8,55.0,452,4.09,4.13,2.54
0.3,Ideal,H,SI1,62.4,55.0,450,4.3,4.32,2.69
0.5,Good,G,VS2,59.3,65.0,1259,5.1,5.12,3.03
0.3,Premium,D,VS2,61.7,59.0,911,4.28,4.25,2.63
0.31,Very Good,E,VS2,61.6,59.0,680,4.32,4.35,2.67
1.13,Premium,I,SI2,62.1,60.0,3734,6.74,6.66,4.16
0.73,Ideal,I,VS1,61.0,56.0,2596,5.82,5.86,3.56
1.02,Very Good,I,SI2,62.6,56.0,4084,6.41,6.44,4.02
0.71,Ideal,E,VS1,59.7,57.0,3272,5.84,5.86,3.49
0.53,Ideal,F,VS1,60.7,55.0,1697,5.32,5.25,3.21
1.01,Fair,I,I1,56.1,63.0,2342,6.7,6.65,3.74
1.0,Ideal,G,VS1,62.9,57.0,6290,6.36,6.32,3.99
0.4,Premium,D,SI1,61.1,58.0,990,4.75,4.74,2.9
0.4,Ideal,E,SI1,61.2,57.0,737,4.7,4.74,2.89
1.24,Premium,F,SI1,61.6,59.0,7162,6.94,6.89,4.26
1.74,Ideal,J,VS1,61.1,56.0,11194,7.85,7.79,4.78
0.39,Very Good,D,VS2,60.2,59.0,958,4.74,4.76,2.86
0.83,Ideal,H,SI1,62.4,57.0,2720,6.03,5.98,3.75
0.9,Premium,D,SI2,58.7,58.0,3578,6.3,6.28,3.69
0.63,Ideal,G,SI1,62.3,58.0,1711,5.44,5.48,3.4
1.28,Ideal,G,SI2,61.5,57.0,6412,6.93,7.0,4.28
0.9,Very Good,F,SI2,62.8,54.0,3217,6.05,6.15,3.83
2.08,Ideal,E,SI2,60.2,60.0,18128,8.28,8.32,5.0
0.81,Premium,H,SI1,59.1,57.0,2585,6.16,6.09,3.62
1.01,Ideal,H,VS1,62.6,57.0,5882,6.4,6.37,4.0
1.31,Premium,F,SI2,62.7,61.0,4743,7.03,6.86,4.36
0.93,Ideal,H,SI1,62.4,55.0,4635,6.2,6.24,3.88
1.2,Very Good,E,SI1,61.8,56.0,6534,6.75,6.82,4.19
0.34,Premium,H,VS1,60.6,60.0,596,4.45,4.49,2.71
0.28,Very Good,D,VS1,61.7,58.0,487,4.19,4.24,2.6
0.57,Ideal,F,SI2,62.2,53.0,1308,5.34,5.4,3.34
1.27,Premium,I,SI1,60.9,59.0,5690,6.99,6.94,4.24
0.32,Ideal,G,SI1,62.6,55.0,445,4.38,4.41,2.75
1.05,Premium,F,SI1,62.8,59.0,4879,6.43,6.4,4.03
0.31,Very Good,G,VS1,62.4,59.0,625,4.32,4.34,2.7
0.4,Very Good,D,VVS2,60.8,56.0,1133,4.78,4.82,2.92
0.37,Very Good,E,VS2,62.3,59.0,811,4.56,4.59,2.85
1.01,Good,H,SI1,57.1,58.0,4488,6.6,6.64,3.78
0.9,Very Good,J,VS1,62.9,56.0,3197,6.13,6.18,3.87
1.03,Good,D,SI1,57.7,62.0,5526,6.63,6.65,3.83
0.3,Premium,G,IF,60.2,58.0,895,4.35,4.39,2.63
1.54,Premium,J,VS2,59.3,59.0,6202,7.54,7.5,4.46
1.5,Premium,E,VS2,62.3,60.0,14179,7.27,7.2,4.51
1.02,Very Good,H,SI1,63.5,56.0,4703,6.36,6.43,4.06
1.22,Premium,F,SI1,62.5,59.0,6932,6.78,6.83,4.25
0.41,Ideal,F,VVS2,61.4,57.0,1323,4.77,4.81,2.94
0.4,Very Good,E,VVS2,62.3,57.0,1043,4.68,4.72,2.93
0.34,Premium,G,VS2,61.2,59.0,596,4.43,4.49,2.73
1.22,Ideal,J,VS1,61.5,55.0,5649,6.86,6.87,4.22
0.45,Premium,I,SI2,60.1,59.0,830,4.96,4.92,3.02
0.36,Ideal,F,SI1,61.6,56.0,560,4.57,4.62,2.83
0.31,Ideal,G,VS2,61.7,55.0,562,4.37,4.39,2.7
0.35,Ideal,F,VVS2,60.8,55.0,872,4.58,4.61,2.79
0.33,Ideal,D,VS2,60.9,55.0,781,4.46,4.5,2.73
