,Location,Area,Bed,Bath,Price
986,"Block A, Section 2, Mirpur, Dhaka","1,100 sqft",3,2,20 Thousand
987,"Kathalbagan, Dhaka",850 sqft,2,2,25 Thousand
988,"Aainusbag, Dakshin Khan, Dhaka","1,000 sqft",3,2,15 Thousand
989,"Block C, Section 10, Mirpur, Dhaka","1,050 sqft",3,2,20 Thousand
990,"Rupnagar R/A, Mirpur, Dhaka",800 sqft,2,2,16 Thousand
991,"Rupnagar R/A, Mirpur, Dhaka",600 sqft,2,1,13 Thousand
992,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
993,"Matikata, Cantonment, Dhaka","1,000 sqft",3,2,17 Thousand
994,"Kallyanpur, Mirpur, Dhaka",800 sqft,2,2,15 Thousand
995,"Mirpur Road, New Market, Dhaka","1,300 sqft",3,3,30 Thousand
996,"Block F, aziz Moholla, Mohammadpur, Dhaka",700 sqft,2,2,14.5 Thousand
997,"Madhya Ajampur, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
998,"Rupnagar R/A, Mirpur, Dhaka","1,000 sqft",3,2,16 Thousand
999,"Kafrul, Dhaka",850 sqft,2,2,17 Thousand
1000,"Block C, Chandrima Model Town, Mohammadpur, Dhaka","1,100 sqft",3,3,14 Thousand
1001,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1002,"North Azampur, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
1003,"Ibrahimpur, Dhaka",650 sqft,2,1,10 Thousand
1004,"Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
1005,"Block C, Section 10, Mirpur, Dhaka","1,050 sqft",3,2,20 Thousand
1006,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
1007,"Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,45 Thousand
1008,"PC Culture Housing, Mohammadpur, Dhaka",800 sqft,2,2,16 Thousand
1009,"Shahidbag, Malibagh, Dhaka","1,200 sqft",3,3,24 Thousand
1010,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",850 sqft,3,2,18 Thousand
1011,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,360 sqft",3,3,18 Thousand
1012,"Middle Badda, Badda, Dhaka",720 sqft,2,2,12 Thousand
1013,"Baridhara, Dhaka","4,000 sqft",4,4,2.5 Lakh
1014,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,360 sqft",3,3,18 Thousand
1015,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,360 sqft",3,3,18 Thousand
1016,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,360 sqft",3,3,18 Thousand
1017,"South Pirerbag, Pirerbag, Mirpur, Dhaka",850 sqft,2,2,11 Thousand
1018,"Mohammadpur, Dhaka",850 sqft,2,2,35 Thousand
1019,"Kuril, Dhaka","1,200 sqft",3,3,21 Thousand
1020,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,30 Thousand
1021,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","1,654 sqft",3,4,14 Thousand
1022,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,145 sqft",3,3,15 Thousand
1023,"Block K, Baridhara, Dhaka","3,000 sqft",4,4,2 Lakh
1024,"Block K, Baridhara, Dhaka","3,000 sqft",4,4,2 Lakh
1025,"Block K, Baridhara, Dhaka","3,000 sqft",4,4,2 Lakh
1026,"Block B, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1027,"Kawlar, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
1028,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1029,"Block A, Section 10, Mirpur, Dhaka",650 sqft,2,2,12.5 Thousand
1030,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1031,"Block A, Mansurabad Housing Society, Adabor, Dhaka",800 sqft,2,2,16 Thousand
1032,"Block E, Banasree, Dhaka","1,000 sqft",2,2,18 Thousand
1033,"RK Mission Road, Gopibag, Motijheel, Dhaka",900 sqft,2,2,22 Thousand
1034,"Wari, Sutrapur, Dhaka","1,100 sqft",3,2,26 Thousand
1035,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka","1,200 sqft",3,3,17 Thousand
1036,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",600 sqft,2,1,13 Thousand
1037,"Block L, Bashundhara R-A, Dhaka","2,500 sqft",4,4,30 Thousand
1038,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1039,"Badda, Dhaka",700 sqft,2,2,12.5 Thousand
1040,"Block D, Section 15, Mirpur, Dhaka","1,872 sqft",3,3,25 Thousand
1041,"Mirpur, Dhaka","1,280 sqft",3,3,17 Thousand
1042,"Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
1043,"Shyamoli, Dhaka",800 sqft,2,2,17 Thousand
1044,"Shyamoli, Dhaka",800 sqft,2,2,17 Thousand
1045,"Shyamoli, Dhaka","1,080 sqft",3,2,17 Thousand
1046,"Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
1047,"Baigertek, Cantonment, Dhaka","1,200 sqft",3,3,11 Thousand
1048,"Joar Sahara, Dhaka",750 sqft,2,2,11 Thousand
1049,"South Pirerbag, Pirerbag, Mirpur, Dhaka","1,030 sqft",3,2,16 Thousand
1050,"Priyanka City, Sector 12, Uttara, Dhaka","1,000 sqft",3,2,16 Thousand
1051,"Block B, Section 12, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
1052,"Block B, Section 12, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
1053,"Block B, Section 12, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
1054,"Middle Badda, Badda, Dhaka",720 sqft,2,2,15 Thousand
1055,"Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
1056,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1057,"Purana Paltan, Motijheel, Dhaka",800 sqft,2,2,25 Thousand
1058,"Road No 11, Block C, Section 11, Mirpur, Dhaka",600 sqft,2,2,9 Thousand
1059,"PC Culture Housing, Mohammadpur, Dhaka",500 sqft,1,1,10 Thousand
1060,"East Bashabo, Bashabo, Dhaka",600 sqft,2,1,10.5 Thousand
1061,"Cantonment, Dhaka",750 sqft,2,2,14 Thousand
1062,"Rajabazar, Tejgaon, Dhaka","1,200 sqft",3,3,27 Thousand
1063,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
1064,"Sector 1, Block F, Aftab Nagar, Dhaka",650 sqft,2,2,12 Thousand
1065,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
1066,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,9 Thousand
1067,"North Pirerbag, Pirerbag, Mirpur, Dhaka",650 sqft,2,2,9 Thousand
1068,"PC Culture Housing, Mohammadpur, Dhaka",600 sqft,1,1,11.5 Thousand
1069,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1070,"Block E, Bashundhara R-A, Dhaka","1,500 sqft",3,3,24 Thousand
1071,"Sector 14, Uttara, Dhaka",900 sqft,2,2,16 Thousand
1072,"Motijheel, Dhaka",900 sqft,2,3,26 Thousand
1073,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",850 sqft,3,2,15 Thousand
1074,"Middle Badda, Badda, Dhaka","1,050 sqft",3,3,18 Thousand
1075,"Block F, aziz Moholla, Mohammadpur, Dhaka","1,200 sqft",3,3,22 Thousand
1076,"Shahjahanpur, Dhaka",500 sqft,2,1,16 Thousand
1077,"Shahjahanpur, Dhaka",700 sqft,2,2,21 Thousand
1078,"Block B, Niketan, Dhaka","1,450 sqft",3,4,36 Thousand
1079,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka","1,200 sqft",3,3,17 Thousand
1080,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,500 sqft",3,2,25 Thousand
1081,"Shahjahanpur, Dhaka",600 sqft,2,1,15 Thousand
1082,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
1083,"Road No 12, Block B, Section 11, Mirpur, Dhaka",600 sqft,2,1,9 Thousand
1084,"Road No 12, Block B, Section 11, Mirpur, Dhaka",400 sqft,2,1,9 Thousand
1085,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",800 sqft,2,2,13.5 Thousand
1086,"Mohammadi Housing LTD., Mohammadpur, Dhaka",600 sqft,2,2,12 Thousand
1087,"Tejgaon, Dhaka",900 sqft,2,2,22 Thousand
1088,"Block E, Section 12, Mirpur, Dhaka",350 sqft,1,1,9 Thousand
1089,"Shahjahanpur, Dhaka",500 sqft,2,1,17 Thousand
1090,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",750 sqft,2,2,12.5 Thousand
1091,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",750 sqft,2,2,11.5 Thousand
1092,"Shahjahanpur, Dhaka",500 sqft,2,2,18 Thousand
1093,"Shahjahanpur, Dhaka",700 sqft,2,2,16 Thousand
1094,"Shahjahanpur, Dhaka",700 sqft,2,2,17 Thousand
1095,"Sector 13, Uttara, Dhaka",900 sqft,2,2,17 Thousand
1096,"Senpara Parbata, Section 10, Mirpur, Dhaka",650 sqft,2,1,14 Thousand
1097,"Shahjahanpur, Dhaka",500 sqft,2,1,15 Thousand
1098,"Sector 14, Uttara, Dhaka",900 sqft,2,2,16.5 Thousand
1099,"Uttar Badda, Badda, Dhaka","1,200 sqft",3,3,20 Thousand
1100,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1101,"Sector 13, Uttara, Dhaka",700 sqft,2,1,15 Thousand
1102,"Sipahibagh, North Goran, Goran, Khilgaon, Dhaka",650 sqft,2,2,8.5 Thousand
1103,"Mohammadpur, Dhaka",630 sqft,2,1,14 Thousand
1104,"Taltola, Khilgaon, Dhaka",500 sqft,2,1,11.5 Thousand
1105,"Block B, Section 12, Mirpur, Dhaka","1,450 sqft",3,3,18 Thousand
1106,"Malibagh, Dhaka","1,840 sqft",3,3,30 Thousand
1107,"Malibagh, Dhaka","1,840 sqft",3,3,30 Thousand
1108,"Malibagh, Dhaka","1,840 sqft",3,3,30 Thousand
1109,"Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
1110,"Block A, Section 12, Mirpur, Dhaka","1,280 sqft",3,3,27 Thousand
1111,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1112,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka","1,050 sqft",2,2,20 Thousand
1113,"Mohammadpur, Dhaka","1,800 sqft",3,3,30 Thousand
1114,"Sector 1, Uttara, Dhaka","1,370 sqft",3,3,25 Thousand
1115,"Shahjahanpur, Dhaka",700 sqft,2,2,18 Thousand
1116,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
1117,"Maghbazar, Dhaka",650 sqft,1,1,12 Thousand
1118,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
1119,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka","1,050 sqft",2,2,17 Thousand
1120,"Shahjahanpur, Dhaka",700 sqft,2,2,17 Thousand
1121,"Shahjahanpur, Dhaka",600 sqft,2,1,16 Thousand
1122,"Sector 13, Uttara, Dhaka","1,670 sqft",3,4,26 Thousand
1123,"Shahjahanpur, Dhaka",700 sqft,2,2,17 Thousand
1124,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1125,"Block E, Section 12, Mirpur, Dhaka",300 sqft,2,1,9.5 Thousand
1126,"Mohammadpur, Dhaka",650 sqft,2,2,16 Thousand
1127,"Block A, Bashundhara R-A, Dhaka","1,450 sqft",3,4,25 Thousand
1128,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,12.5 Thousand
1129,"Senpara Parbata, Section 10, Mirpur, Dhaka",650 sqft,2,2,15 Thousand
1130,"Block E, Bashundhara R-A, Dhaka","1,280 sqft",3,3,23 Thousand
1131,"Taltola, Agargaon, Dhaka",800 sqft,2,2,13 Thousand
1132,"Sector 13, Uttara, Dhaka","1,200 sqft",2,2,23 Thousand
1133,"Block C, Section 12, Mirpur, Dhaka",685 sqft,2,2,14 Thousand
1134,"Rupnagar R/A, Mirpur, Dhaka",750 sqft,2,2,14 Thousand
1135,"Sector 13, Uttara, Dhaka","1,300 sqft",3,3,28 Thousand
1136,"Mohammadia Housing Society, Mohammadpur, Dhaka",710 sqft,2,2,17 Thousand
1137,"Comfort Housing, Adabor, Dhaka","1,100 sqft",3,2,17 Thousand
1138,"Kathalbagan, Dhaka","1,150 sqft",2,2,25.6 Thousand
1139,"Bashabo, Dhaka",700 sqft,2,2,16 Thousand
1140,"Kafrul, Dhaka",850 sqft,2,2,20 Thousand
1141,"South Chalabon, Dakshin Khan, Dhaka",675 sqft,2,2,11 Thousand
1142,"Tajmahal Road, Mohammadpur, Dhaka",650 sqft,2,2,15.5 Thousand
1143,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,15 Thousand
1144,"Sector 13, Uttara, Dhaka",800 sqft,2,2,19 Thousand
1145,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,11.5 Thousand
1146,"Mirpur, Dhaka",850 sqft,2,2,11.5 Thousand
1147,"West Nurer Chala, Nurer Chala, Badda, Dhaka",450 sqft,2,1,13 Thousand
1148,"Sector 14, Uttara, Dhaka","1,050 sqft",3,2,20 Thousand
1149,"South Goran, Goran, Khilgaon, Dhaka","1,050 sqft",3,3,20 Thousand
1150,"West Mollartek, Dakshin Khan, Dhaka",700 sqft,2,2,12 Thousand
1151,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,12.5 Thousand
1152,"Block E, Section 12, Mirpur, Dhaka",600 sqft,2,2,12 Thousand
1153,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1154,"Rupnagar R/A, Mirpur, Dhaka",700 sqft,2,2,13.5 Thousand
1155,"Block D, Bashundhara R-A, Dhaka","2,350 sqft",4,3,45 Thousand
1156,"Shantinagar, Dhaka",700 sqft,2,2,22 Thousand
1157,"Block L, South Banasree Project, Banasree, Dhaka","1,050 sqft",3,2,14 Thousand
1158,"Block L, South Banasree Project, Banasree, Dhaka","1,050 sqft",3,2,14 Thousand
1159,"Block L, South Banasree Project, Banasree, Dhaka","1,050 sqft",3,2,14 Thousand
1160,"Kallyanpur, Mirpur, Dhaka","1,187 sqft",3,3,18 Thousand
1161,"Madhya Ajampur, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
1162,"Madhya Ajampur, Dakshin Khan, Dhaka",500 sqft,2,1,9 Thousand
1163,"Block B, Section 10, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1164,"Block I, Bashundhara R-A, Dhaka","1,500 sqft",3,3,26 Thousand
1165,"Rupnagar R/A, Mirpur, Dhaka",850 sqft,2,2,16 Thousand
1166,"Shegunbagicha, Dhaka","1,500 sqft",3,3,40 Thousand
1167,"Hazaribag, Dhaka",700 sqft,2,1,13 Thousand
1168,"Block F, aziz Moholla, Mohammadpur, Dhaka",720 sqft,2,2,16 Thousand
1169,"Taltola, Agargaon, Dhaka",800 sqft,2,2,13 Thousand
1170,"Taltola, Agargaon, Dhaka",800 sqft,2,2,13 Thousand
1171,"Taltola, Khilgaon, Dhaka",700 sqft,2,2,18 Thousand
1172,"Faydabad, Dakshin Khan, Dhaka",700 sqft,2,2,9 Thousand
1173,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",800 sqft,2,2,12 Thousand
1174,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",800 sqft,2,2,12 Thousand
1175,"Block B, Dhaka Uddan, Mohammadpur, Dhaka","1,250 sqft",3,3,15 Thousand
1176,"New Eskaton, Eskaton, Dhaka",700 sqft,1,2,15 Thousand
1177,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
1178,"Sayednagar, East Vatara, Vatara, Badda, Dhaka",850 sqft,2,2,12 Thousand
1179,"Vashantek, Cantonment, Dhaka","1,400 sqft",4,4,16 Thousand
1180,"Vashantek, Cantonment, Dhaka","1,050 sqft",3,3,15 Thousand
1181,"Arifabad Housing Society, Pallabi, Mirpur, Dhaka","1,200 sqft",3,3,16.5 Thousand
1182,"Sector 1, Block D, Aftab Nagar, Dhaka","1,000 sqft",3,3,23 Thousand
1183,"Manikdi, Cantonment, Dhaka",750 sqft,2,2,10 Thousand
1184,"West Kalachandpur, Kalachandpur, Dhaka",750 sqft,2,2,13.5 Thousand
1185,"aziz Moholla, Mohammadpur, Dhaka",720 sqft,2,2,14 Thousand
1186,"Sector 13, Uttara, Dhaka",900 sqft,2,2,23 Thousand
1187,"Block B, Bashundhara R-A, Dhaka","1,350 sqft",3,3,24 Thousand
1188,"Sector 4, Uttara, Dhaka",350 sqft,1,1,12 Thousand
1189,"Sector 5, Uttara, Dhaka","1,000 sqft",3,2,18 Thousand
1190,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1191,"Dhanmondi, Dhaka","1,200 sqft",3,3,25 Thousand
1192,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1193,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1194,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1195,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1196,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1197,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1198,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1199,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1200,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1201,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1202,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1203,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1204,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,250 sqft",3,3,12 Thousand
1205,"Nurer Chala, Badda, Dhaka",650 sqft,2,2,11.5 Thousand
1206,"Eastern Pallabi, Pallabi, Mirpur, Dhaka","1,460 sqft",3,3,25 Thousand
1207,"Block K, South Banasree Project, Banasree, Dhaka","1,000 sqft",3,3,16 Thousand
1208,"East Kazipara, Mirpur, Dhaka","1,200 sqft",3,3,13 Thousand
1209,"Block C, Chandrima Model Town, Mohammadpur, Dhaka","1,020 sqft",3,2,10 Thousand
1210,"Purana Paltan, Motijheel, Dhaka","1,200 sqft",3,3,30 Thousand
1211,"PC Culture Housing, Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
1212,"Block E, Section 12, Mirpur, Dhaka",600 sqft,2,2,13 Thousand
1213,"Monipuripara, Tejgaon, Dhaka","1,600 sqft",4,4,40 Thousand
1214,"Block D, Section 15, Mirpur, Dhaka","1,553 sqft",3,3,25 Thousand
1215,"Block F, aziz Moholla, Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
1216,"aziz Moholla, Mohammadpur, Dhaka",720 sqft,2,2,15.5 Thousand
1217,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1218,"Block F, Section 1, Mirpur, Dhaka",600 sqft,2,2,13 Thousand
1219,"Mohammadpur, Dhaka","1,100 sqft",2,2,28 Thousand
1220,"Block M, South Banasree Project, Banasree, Dhaka","1,060 sqft",3,2,12.5 Thousand
1221,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,9.5 Thousand
1222,"Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1223,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",750 sqft,2,2,15 Thousand
1224,"Bochila, Mohammadpur, Dhaka",900 sqft,3,2,18 Thousand
1225,"Bochila, Mohammadpur, Dhaka",900 sqft,3,2,18 Thousand
1226,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",720 sqft,2,2,10 Thousand
1227,"Block C, Mansurabad Housing Society, Adabor, Dhaka",800 sqft,2,2,16 Thousand
1228,"Sector 13, Uttara, Dhaka",900 sqft,2,2,20 Thousand
1229,"Sector 13, Uttara, Dhaka",900 sqft,2,2,15 Thousand
1230,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka","1,250 sqft",3,3,13 Thousand
1231,"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka","1,050 sqft",3,2,15 Thousand
1232,"Rayer Bazaar, Hazaribag, Dhaka",800 sqft,2,2,15 Thousand
1233,"Block F, aziz Moholla, Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
1234,"Uttar Badda, Badda, Dhaka",700 sqft,2,2,14 Thousand
1235,"Sipahibagh, North Goran, Goran, Khilgaon, Dhaka",900 sqft,3,2,15 Thousand
1236,"Shahjahanpur, Dhaka",700 sqft,2,2,18 Thousand
1237,"Rupnagar R/A, Mirpur, Dhaka",480 sqft,2,1,10 Thousand
1238,"Shahjahanpur, Dhaka",600 sqft,2,1,15 Thousand
1239,"Block H, Banasree, Dhaka","1,150 sqft",3,3,20 Thousand
1240,"Shahjahanpur, Dhaka",700 sqft,2,2,18 Thousand
1241,"Sonatangar, Jigatola, Hazaribag, Dhaka",780 sqft,2,2,16 Thousand
1242,"Block F, aziz Moholla, Mohammadpur, Dhaka",750 sqft,2,2,14.5 Thousand
1243,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1244,"Shantibag, Malibagh, Dhaka",700 sqft,2,2,15 Thousand
1245,"Shahjahanpur, Dhaka",500 sqft,2,1,12 Thousand
1246,"Mollika R/A, Section 7, Mirpur, Dhaka",900 sqft,2,2,13 Thousand
1247,"Nayatola, Maghbazar, Dhaka",950 sqft,2,2,20 Thousand
1248,"Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
1249,"Mohammadpur, Dhaka",750 sqft,2,2,13.5 Thousand
1250,"Pirerbag, Mirpur, Dhaka",900 sqft,2,2,13 Thousand
1251,"Sector 1, Block D, Aftab Nagar, Dhaka","1,150 sqft",3,2,20 Thousand
1252,"Block B, Section 6, Mirpur, Dhaka",800 sqft,2,2,22 Thousand
1253,"Block B, Section 12, Mirpur, Dhaka","1,450 sqft",3,3,20 Thousand
1254,"Shah Ali Bag, Section 1, Mirpur, Dhaka",800 sqft,2,2,14 Thousand
1255,"Section 2, Mirpur, Dhaka",700 sqft,2,1,12 Thousand
1256,"South Banasree Project, Banasree, Dhaka",550 sqft,1,1,8 Thousand
1257,"Naya Paltan, Motijheel, Dhaka","1,270 sqft",3,3,38 Thousand
1258,"Malibagh, Dhaka","1,840 sqft",3,3,30 Thousand
1259,"Block D, Pallabi, Mirpur, Dhaka","1,500 sqft",3,3,20 Thousand
1260,"Block B, Section 12, Mirpur, Dhaka","1,550 sqft",3,3,25 Thousand
1261,"Shahjahanpur, Dhaka",550 sqft,2,2,15 Thousand
1262,"Badda, Dhaka",720 sqft,2,2,12 Thousand
1263,"Shahjahanpur, Dhaka",700 sqft,2,2,19 Thousand
1264,"PC Culture Housing, Mohammadpur, Dhaka",700 sqft,2,2,13 Thousand
1265,"Mohammadi Housing LTD., Mohammadpur, Dhaka",850 sqft,2,2,15 Thousand
1266,"PC Culture Housing, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1267,"South Shahjahanpur, Shahjahanpur, Dhaka",700 sqft,2,2,18 Thousand
1268,"Middle Badda, Badda, Dhaka",800 sqft,2,2,18 Thousand
1269,"Sector 10, Uttara, Dhaka","1,450 sqft",3,4,20 Thousand
1270,"Boro Maghbazar, Maghbazar, Dhaka",700 sqft,2,1,13 Thousand
1271,"Sector 11, Uttara, Dhaka",950 sqft,2,2,20 Thousand
1272,"PC Culture Housing, Mohammadpur, Dhaka",600 sqft,2,2,10.5 Thousand
1273,"Ibrahimpur, Dhaka",900 sqft,2,2,11.5 Thousand
1274,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1275,"PC Culture Housing, Mohammadpur, Dhaka",700 sqft,2,2,13 Thousand
1276,"Sonatangar, Jigatola, Hazaribag, Dhaka",300 sqft,1,1,8 Thousand
1277,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1278,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1279,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1280,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1281,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1282,"Monipuripara, Tejgaon, Dhaka","1,600 sqft",3,3,35 Thousand
1283,"Sector 10, Uttara, Dhaka",950 sqft,2,2,16 Thousand
1284,"West Monipur, Mirpur, Dhaka","1,000 sqft",3,2,16 Thousand
1285,"West Monipur, Mirpur, Dhaka","1,000 sqft",3,2,16 Thousand
1286,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1287,"Farmgate, Tejgaon, Dhaka","1,500 sqft",3,3,28 Thousand
1288,"Farmgate, Tejgaon, Dhaka","1,500 sqft",3,3,28 Thousand
1289,"aziz Moholla, Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
1290,"Uttar Badda, Badda, Dhaka",700 sqft,2,2,15 Thousand
1291,"North Ibrahimpur, Ibrahimpur, Dhaka",800 sqft,2,2,15 Thousand
1292,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",500 sqft,2,2,9 Thousand
1293,"Ibrahimpur, Dhaka",750 sqft,2,2,12 Thousand
1294,"Mohammadpur, Dhaka",720 sqft,2,2,17 Thousand
1295,"Dhanmondi, Dhaka","2,250 sqft",3,3,50 Thousand
1296,"Shahjahanpur, Dhaka",500 sqft,2,1,11 Thousand
1297,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
1298,"Shahjahanpur, Dhaka",700 sqft,2,2,18 Thousand
1299,"Shantibag, Malibagh, Dhaka",600 sqft,2,1,15 Thousand
1300,"Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
1301,"RK Mission Road, Gopibag, Motijheel, Dhaka",800 sqft,2,2,18 Thousand
1302,"Block A, Niketan, Dhaka","1,450 sqft",3,3,35 Thousand
1303,"Sector 13, Uttara, Dhaka","1,800 sqft",3,3,32 Thousand
1304,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,020 sqft",3,2,17 Thousand
1305,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,20 Thousand
1306,"Gulbag, Malibagh, Dhaka",900 sqft,2,2,19 Thousand
1307,"Rupnagar R/A, Mirpur, Dhaka",700 sqft,2,2,16 Thousand
1308,"Aainusbag, Dakshin Khan, Dhaka","1,100 sqft",3,2,13 Thousand
1309,"Aainusbag, Dakshin Khan, Dhaka","1,100 sqft",3,2,13 Thousand
1310,"Aainusbag, Dakshin Khan, Dhaka","1,100 sqft",3,2,13 Thousand
